latitude,longitude,altitude,geometry,@osmId,@snapshotTimestamp,amenity,shop,layer,path
52.43492409999999,13.2574527,,Point,node/1802244177,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.516868299999985,13.2615548,,Point,node/1832540155,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.53717,13.22483,,Point,node/2233864243,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4322044,13.2583854,,Point,node/2297408940,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.431507,13.2580957,,Point,node/2297411822,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.437341,13.2334557,,Point,node/2406812438,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5119925,13.2010234,,Point,node/2519923021,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.43024329999999,13.2593601,,Point,node/2576851274,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5098242,13.255277,,Point,node/2722970663,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.555729499999984,13.1981977,,Point,node/2816544646,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.53873189999999,13.2055861,,Point,node/2853426920,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.438266,13.260248,,Point,node/3035085462,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.45158390000001,13.2703028,,Point,node/3041547694,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4125217,13.2124129,,Point,node/3077086555,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.53903479999999,13.2702245,,Point,node/3566544710,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4326607,13.2594767,,Point,node/3598904406,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.433350899999986,13.2604613,,Point,node/3599641327,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.3920818,13.2215322,,Point,node/3608353561,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.557093,13.2090564,,Point,node/3677478899,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.416651,13.2460109,,Point,node/4394846891,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5484269,13.2005567,,Point,node/4440405277,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.3848566,13.2626962,,Point,node/4593151425,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5336047,13.1978175,,Point,node/4816206584,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.40068359999999,13.269426,,Point,node/4872885328,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.43959259999998,13.2143575,,Point,node/5008942947,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5260104,13.1964269,,Point,node/5191726515,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5158579,13.1970971,,Point,node/5191728812,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5254125,13.1966725,,Point,node/5191728949,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5328452,13.1976627,,Point,node/5191728956,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5317465,13.1970259,,Point,node/5191729407,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4518489,13.2705479,,Point,node/5587550741,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5140478,13.2640212,,Point,node/5619070387,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5381186,13.2030361,,Point,node/5628609221,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.51683,13.2617085,,Point,node/5782596487,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4499586,13.253914,,Point,node/5786064157,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
